Tweet Number,Clause Number,Clause,Sentiment
16077,3,para sa fave housemate mo savewithmaya,
16078,1,mas maganda pa ata voting system ng isang public school kaysa sa ginawa niyang comelec tangina,
16079,1,putangina 26m kay bong go saan nya kinuha ang boto na yan may mga kakampwet ba,
16079,2,o loyalista na bumoto sa kanya,
16080,1,ung mga senador dami natin ilang botante yan mikalways wed brent,
16081,1,di mananalo iyan mataas ang pride walang affiliation nowadays it is only between marcos and duterte,
16081,2,and he is neither tapos yung voter bloc na kakampwet mahina na nga hindi pa ngkakaisa kanyakanya sila ng gustong iboto makalat,
16082,1,si sana hindi mo hinayaan ang mga tao mo na awayin ang mga duterte siguro,
16082,2,kung marami nanalo na mga senador mo ito din,
16082,3,kaya ang sasabihin mo,
16083,1,iboto ang ashdres andres graces fictap event andresmuhlach andresforvpca,
16084,1,mga mare please lang bumoto kayooo,
16085,1,pormal,
16085,2,nang naghain ng withdrawal si chavit singson ng kaniyang kandidatura sa pagkasenador sa comelec idinahilan nito ang lagay ng kaniyang kalusugan,
16086,1,agri rep wilbert lee inatras kandidatura sa pagkasenador,
16087,1,may good governance win today,
16087,2,bukod sa karapatan natin ang bumoto responsibilidad din po natin ito,
16087,3,kaya sana gawin natin ito ng tama bumoto ng matalino bumoto,
16087,4,nang matalino nakakasawa na ang sitwasyon natin thats the whole point lumabas tayo at bumoto nang matalino,
16088,1,hay nako valenzuela pero atleast halalan2025,
16089,1,ano naman tingin nyo sa mga senador di marunong tumingin ano ang tama sa mali si sara ay isang malaking pagkakamali,
16090,1,potcha bat na naman ba nag aaway yung iba dito kesyo sino una,
16090,2,o huling nag perform walang difference doon the more they promote it,
16090,3,dahil sikat sila baka mahatak pa nila ang mga tao na iboto yan sila pilipinas ang lulubog,
16090,4,at tayo na nandito,
16091,1,mind u x5 tinaas ng water bill namin,
16091,2,kung kailan eleksyon smths sus talaga,
16092,1,inimbitahan ng commission on elections comelec ang isang beauty contestant sa isang noontime show na walang halos kaalaman tungkol sa komisyon,
16093,1,with a voting population of almost 70m the speed,
16093,2,and order of their election is astonishing,
16094,1,kapag yun gusto mong politiko ang kinantahan ok lang masaya ka ang daming kumakantang artista sa ganyan,
16095,1,shutangina wag muna si vico pls protect him,
16095,2,at all cost pls let him run sa senado muna siguro,
16096,1,ang realidad naman talaga halos lahat ng kandidato namimigay ng pera,
16096,2,pero itong wala pang na suspende,
16096,3,or na disqualify na kandidato kahit isa lang puro lang warning,
16096,4,at pa pogi sa press,
16096,5,pero wala pa ring naparusahan,
16097,1,4her mom was like that she is a brgy official here in our brgy ganyan din ang gawain sa politics iniipit ang mga tao na dapat sila ang iboto,
16097,2,kung hindi malilintikan sila is she trying to teach her child like that idk if its true,
16097,3,then kawawa ang future ni anakis,
16098,1,may hugot din ng botante tong si risa matunog sya sa senate,
16098,2,at matapang ang aura agahan lang ng kampanya sa kanya,
16098,3,kaya nya si fiona,
16099,1,it it just me,
16099,2,or lahat na lang ng mga kandidato,
16099,3,para sa public office ay nasayaw,
16100,1,nagbakasyon lang for 1 week literal and bumoto,
16101,1,kaya ayaw ko din iboto ito e,
16102,1,you have 6 hours left to vote,
16102,2,para may matino sa senado vote bam aquino kiko pangilinan halalan2025 enhypenwithparkminsoo ralph,
16103,1,iboto po natin p3pwd,
16104,1,yung init haba ng pila,
16104,2,para piliin yang mga trapo sa listahan nyo ang naway magbukas sa mga mata nyo na hindi dapat ganito kahirap bumoto sa susunod na halalan kaya bumoto nang matalino,
16104,3,at bumoto ng matalino,
16105,1,im,
16105,2,so proud of my hometown small wins love it halalan2025,
16106,1,shuta kayo 3438 na yung votes,
16106,2,pero walang access dont play games with us halalan2025,
16107,1,si junguwu lang yata bumoto doon sa sarili niya sa poll bwhahahahah,
16108,1,duterte ten the art of the empty seats on the wild chessboard of philippine politics every move counts,
16108,2,and sometimes its the pieces not played that reveal the deeper strategy to confuse the enemy ang tanong bakit 10 lang ang kandidato ng duterte slate,
16108,3,at bakit may 2 bakanteng upuan simple lang hindi ito sabong ito ay chess even from a detention cell in the hague rody duterte played like a grandmaster while the bagong alyansa mocked the duterte ten he was already five moves ahead tapos boom paglapag ni inday sara galing netherlands bigla na lang camille villar,
16108,4,at imee marcos endorsed ang duterte ten naging duterte twelve hindi yan tsamba,
16108,5,kundi estratehiya by fielding only ten candidates,
16108,6,at first digong the master tactician signaled loyalty and cohesion,
16108,7,then left space for power to shift late in the game those two endorsements werent random they were part of an opening repertoire planned well in advance,
16108,8,pero teka may mas juicy pa yung admin slate na 12 bumagsak sa 10,
16108,9,at ang tsismis baka maging 7 na lang,
16108,10,dahil nagkakaguluhan na raw sina pia cayetano manny pacquiao,
16108,11,at francis tolentino nagdadalawangisip na daw ang tatlo,
16108,12,in other words ten loyal senators can shift a chamber two lategame endorsements can shift momentum that was the play not to conquer,
16108,13,but to control the tempo,
16108,14,at ang tunay na power move si tatay digong ang pumindot ng huling piyesa habang nasa piitan sya _ ching lu checkmate bringhimhome prayfortheformerpresident,
16109,1,hahaha yan ang dahilan,
16109,2,kung bakit di dapat iboto amg mga duterte wala dapt utamg ma loob sa politika,
16109,3,dahil ito ang magiging sanhi ng corruption welll dito naman kilala si sara sa corruption,
16110,1,paki daya na pls padagdag na sa boto ni tulfo,
16110,2,o binay ng mga 2 million mapabagsak lang natin siguro tas camille sa senado,
16111,1,feel ko tapos,
16111,2,nang bumoto si jho,
16112,1,kaya sa darating na halalan pumili ng may prinsipyo,
16112,2,at paninindigan sa kanilang distrito,
16113,1,comelec starts delivery of acms in region 12,
16114,1,walang kalamanlaman ang kanyang background and plataporma,
16114,2,pero gustong magsenador konting hiya naman diyan ipe policy focus daw niya ay peace,
16114,3,and order jusmiyo bakit hindi na lang siya magbarangay tanod huwag iboto,
16115,1,bumoto ng maayos tigilan ang pdp laban pamilya marcos trapo,
16115,2,at political dynasties na walang malinaw na ambag,
16115,3,at maiaambag were more than this,
16116,1,sugad lang ako nag rants di sa mga politiko kay di na ako nalilipay sa mga nangyayari,
16117,1,sana totoo sana yung boto mo mapunta sa tama,
16118,1,na alala ko lang nung chineck ko yon para tignan,
16118,2,kung ilan bumoto kay kapitan dati na tumakbo sa higher level ahahahaha halos hindi yan sya binoto,
16119,1,ipinapakita lang,
16119,2,kung gaano kababaw ang kaisipan ng mga botanteng pilipino sobrang babaw ng kanilang pamantayan sa isang kandidato basta sikat magandapogi aso lang ang pogi okay na,
16120,1,sana yung naningit dito sa pila matalino bumoto kasi yayayain ko to suntukan,
16121,1,maam may makakatulong na po kayo sa senado,
16122,1,the comelec en banc has ordered the suspension of proclamation of several candidates in eleksyon 2025 including pasig congressional candidate christian ian sia,
16122,2,and marikina congressional bet marcy teodoro pending the resolution of charges they are facing with the poll body read more,
16123,1,huwag makialam ang mga matinong botante away yan ng dalawang budol na presidente,
16124,1,muntik ko na iboto sa manila yan buti naman lang bumalik ako sa cavite jdjdjdjd nakakahiya kung nangyari,
16125,1,good job madam halalan 2025 city of naga mayor election results abscbn news partial unofficial results of the 2025 elections halalan2025 via,
16126,1,kung may natitira ka pang pagmamahal sa bayan ang mga pangalang ito ang dapat mong tandaan sa halalan halalan2025,
16127,1,pake mo,
16127,2,kung dds sobrang hurt pa din kayo buti na lang matured mga ka kilala kong kakampinks its people like you,
16127,3,kaya ayaw ng mga tao iboto yung leni nyo,
16128,1,i mean even a grade 6 knows whats voting rights,
16128,2,and comelec 20 yo,
16128,3,yet socially unaware meowk,
16129,1,agree,
16129,2,kung sino pa yung mga tunay na hiphop sya pa ang kakampi,
16129,3,kung sino pa walang alam sa hiphop tahol ng tahol walang nanalo sa buhay ng hindi pinag hinirapan pinag hirapan namin bumoto,
16129,4,para manalo manok namin,
16129,5,kung gusto nyo manalo manok nyo pag hirapan nyo din,
16130,1,pante sa preparasyon sa halalan kailangan nating bantayan ang teknikal na aspekto ng automated election system natin,
16130,2,pero sa kabilang banda kami halimbawa binibigyan talaga namin ng diin ang preprasyon months of years before magkaroon ng election dahill doon pa lang nagsisimula na ang matatawag nating dayaan desisyon2025,
16131,1,ano qualifications ni arjo,
16131,2,at nanalo sa dist 1o ang mga botante sa dist 1 ang walang qualification,
16131,3,kaya nanalo c arjo,
16132,1,ang totga ko ngayong halalan ay si atty luke,
16133,1,kung matatalino lang ang mga botante ay hindi si marcos jr ang presidente,
16134,1,nais iboto ng karamihang mga pilipino ang mga kandidatong tumututok sa paggawa ng trabaho,
16134,2,at food security batay sa pinakahuling social weather stations sws survey 93 ng mga pinoy ang nagsasabing boboto sila sa mga politikong magsusulong ng mas maraming trabaho,
16134,3,at titiyak sa food security sa bansa brigadanews buong detalye,
16135,1,naway bumoto ng tama,
16136,1,si prrd magling na presidente kaso ng gulo nung tpos na term isa lng ntutunan ko pag magling tatay surebol bopols anak wag na tyo bumoto ng mga anak ng pulitiko tama c isko takbo ka ulet please,
16137,1,me habang tinitignan partial results ng botohan kinginaur sarap maging seok talaga,
16138,1,ill be sleeping na may work pa later bumoto na kayo please lang,
16138,2,pero sa tama mga uhaw,
16138,3,at sabik sa good governance,
16139,1,sa mga gustong iboto to ganito na lang mas maraming maitutulong si willie revillame,
16139,2,kung manatili siyang host maraming nananalo sa programa niya na nangangailangan ng pera,
16140,1,bilib ako sa mga taong magsasayang pa ng oras bumoto knowing masasama din lang tayo sa mga choices ng mga shunga,
16141,1,the people of davao have an unwavering kind of stupidity,
16141,2,and support for fprrd di ba malaking katangahan ang bumoto sa nakakulong na kriminal,
16142,1,ang hirap talaga maghanap ng kandidato na sasakto sating prinsipyo,
16142,2,at pinaglalaban nalulungkot ako na despite ng mga dialogue di parin bukas ang isipan,
16142,3,para sa pantay pantay na karapatan,
16143,1,halalan 2025 is done the results are in,
16143,2,but real change doesnt end,
16143,3,at the polls it starts with us holding leaders accountable every single day,
16144,1,oppa bogum my kiko and bam won,
16144,2,at 2025 elections in philippines halalan2025,
16145,1,pls vote wisely bumoto,
16145,2,nang matalino bumoto ng matalino,
16146,1,de guzman,
16146,2,and espiritu both took a swipe at political dynasties and traditional politicians,
16146,3,especially the frontrunners in latest surveys they urged supporters to vote for senatorial candidates who put the masses,
16146,4,and workers rights first halalan2025 via,
16147,1,kamaganak inc a third of the,
16147,2,next senate are siblings cayetanos ejercitoestradas tulfos amp villars escudero gatchalian amp legarda have siblings in the lower house while zubiris wife is a newcomer in congress eleksyon2025 halalan2025,
16148,1,option talaga yung dating sara silently,
16148,2,at may 125 na bumoto ha,
16149,1,yung mga bumoto kay quiboloy halika pray over ko kayo,
16150,1,correct behavior ang mga nagpupuksaan bumoto na ba,
16151,1,more than 57 000 voters will be allowed to cast their ballots through the local absentee voting lav for eleksyon2025 according to the commission on elections comelec click the photo to read more,
16152,1,𝕶𝖎𝖐𝖔 𝕭𝖆𝖒 halalan2025,
16153,1,di ko na nakita ulit sa tl ko after ko bumoto eh pero nomin ako,
16154,1,sinabi na ni dutae yan maraming nauto,
16154,2,kaya nga dumami pogo dito sa pilipinas tapos nakapagpatayo pa ng base militar ang mga intsik sa wps hinayaan kasi ng mga dutae,
16154,3,dahil may utang na loob sa intsik na nagpondo sa kandidatura niya,
16155,1,napakagagaling bumoto jusko sayang tong dalawa,
16156,1,bumoto na ba kayo,
16157,1,tumataas,
16157,2,kaya parang di ko ramdam andun pa rin siya eh i vote stell from sb19 to top200maleidols isang araw na lang ang botohan you can vote as many times as you want vote,
16158,1,mahalagang paalala sa darating 2025 election huwag iboto ang duterte ejk partylist dutertepanagutin wanted pastor apollo quiboloy duterteikulong labangabriela gabrielapartylist,
16159,1,please bumoto ng maayosphelection2025,
16160,1,huy bumoto kau bss nagamit q na lahat ng acc ko na pwede magamit,
16161,1,i have this impression na umasa sa delicadeza ng mga politiko ang mga gumawa ng 1987 constitution,
16161,2,kaya walang naipasang batas,
16161,3,at naiset na punishment sa mga political dynasty ngayon,
16162,1,please vote wisely,
16162,2,at wag na mag elect ng mga trapo punyeta kau,
16163,1,habang nagiingay tayo sa nalalapit na paglapag ng panibagong album nila wag natin kalimutan bumoto sa wish ilang araw na lang din ang nalalabi,
16163,2,at matatapos na rin ito silakbocoj,
16164,1,proud ako sa bayan namin top 3 sila election2025ph halalan2025,
16165,1,𝐊𝐚𝐩𝐢𝐡𝐚𝐧 𝐬𝐚 𝐁𝐚𝐠𝐨𝐧𝐠 𝐏𝐢𝐥𝐢𝐩𝐢𝐧𝐚𝐬 𝐟𝐞𝐚𝐭𝐮𝐫𝐢𝐧𝐠 𝐂𝐨𝐦𝐞𝐥𝐞𝐜 the 2nd episode for 2025 of the philippine information agencys nationwide synchronized press briefing entitled kapihan sa bagong pilipinas featured the commission on elections comelec,
16166,1,dapat makiisa rin ang comelec sa panawagang ito kahit na makakabangga nito ang mga maimpluwensyang pulitko,
16167,1,ito ayon kay sp francis chiz escudero sa gitna ng panawagan ni election lawyer romulo macalintal kay pbbm na magtalaga ng comelec commissioner na rekomendado ng oposisyon upang maibalik,
16167,2,o mapanatili ang tiwala ng publiko via dang garcia basahin,
16168,1,kasi magkakadikit naman sila sa dulo for one di naman lahat ng solid leni ay solid bam,
